name,latitude,longitude
Овчарци,42.2092,26.0568
Траката,43.2247,27.9945
Езерец,41.7843,23.2365
Пролазница,43.5826,22.6547
Левски,42.3646,24.277
Еловица,42.7443,22.561
Душинци,42.7052,22.6701
Ръжавец,42.7116,22.7286
Горна Мелна,42.7226,22.5183
Просечен,43.2907,27.6428
Франга дере,43.2355,27.9272
Ново Ботево,43.4807,27.7125
Фетинци,42.5647,24.211
Яребковица,42.3919,23.2414
Лисец,42.4238,23.2321
Дънгово,41.5763,25.3362
Лъвово,41.5686,25.3407
Воловарци,41.5773,25.3107
Зора,42.7117,27.729
Добротица,43.9541,27.0134
Горна Малина,42.6946,23.7033
Градинка,43.0022,26.2097
Милино,43.0531,26.2597
Българска поляна,42.0292,26.1981
Мечово,43.0581,26.0907
Росица,43.1419,26.2964
Поройно,43.1181,26.2343
Къпинец,43.0665,26.1447
Корията,42.9144,25.0312
Професор Златарски,43.7675,27.3271
Енев рът,42.9083,25.0332
Дряновец,41.7662,24.6971
Чуката,41.8054,24.8213
Айдемир,44.0967,27.141
Овощарци,42.8852,25.386
Спасовци,42.8898,25.385
Калчовци,42.8866,25.3934
Източник,42.8758,25.3901
Фичоза,43.1369,27.9383
Добравица,43.021,23.2124
Завидовци,42.9855,23.1931
Долни Юруци,41.3615,25.925
Одринци,41.4345,26.1405
Пъстроок,41.4648,25.9396
Костилково,41.4196,26.049
Гнездаре,41.3875,25.9284
Бялградец,41.4218,25.9134
Ботурче,41.3814,25.9407
Вис,41.4465,25.8557
Горно Луково,41.3618,26.0863
Сив кладенец,41.4103,26.1577
Катуница,42.1,24.8698
Долноселци,41.6039,25.9895
Соколенци,41.4846,25.9163
Нова ливада,41.4947,25.9352
Брусино,41.5105,25.9374
Крушова градина,43.1787,27.8063
Лазур,43.1824,27.7962
Радан войвода,43.5436,27.3922
Иречек,43.5214,28.3658
Дрянска,42.8874,24.7416
Дълго поле,43.6956,22.7805
Яньовец,43.6056,22.7615
Село Каспичан,43.2976,27.1778
Смилец,44.0293,27.1471
Лозен,42.6016,23.4845
Младост,42.6534,23.3807
Железница,42.5337,23.3664
София,42.6972,23.3243
Одоровци,43.5756,22.9611
Роглец,43.6698,22.9352
Войниково,43.7023,27.368
Дряновец,43.717,27.5559
Тумбевци,42.9096,26.0033
Богданско,42.9609,26.0301
Горско Писарево,43.0439,26.0452
Овощна,42.9971,26.064
Босевци,42.9733,25.9582
Иванивановци,42.9612,25.9423
Бялковци,42.9458,26.0056
Чистово,43.0314,26.0744
Чуката,42.9977,26.0779
Чавдарци,42.9769,25.9737
Горна Хаджийска,43.032,25.9743
Новогорци,43.0221,26.0943
Брезово,42.9291,26.0101
Давери,42.9372,25.9948
Ромча,42.8505,23.3747
Мечката,42.4231,23.5278
Белчински бани,42.3663,23.4084
Вилна зона Ярлово,42.5024,23.3331
Кърнаре,42.6993,24.6333
Каниц,44.0225,22.5855
Калина,44.0676,22.766
Михайловци,42.9002,25.1975
Чавеи,42.911,25.2549
Смиловци,42.9051,25.1996
Чернолик,43.8832,27.0853
Казак,41.4122,25.8752
Черни рид,41.5142,25.9734
Горноселци,41.5768,25.9861
Горско,41.4206,25.8368
Ветрушка,41.4526,25.8651
Ламбух,41.5904,26.1172
Стражец,41.3749,25.8762
Игнатовци,42.9336,25.5262
Русиновци,42.9153,25.516
Шушня,42.9258,25.5105
Долен Еневец,42.9321,25.5664
Глушка,42.9448,25.5186
Самотино,42.9398,27.8624
Шипикова махала,44.0097,22.4715
Мартино,41.7191,25.2672
Ходжовци,41.728,25.2632
Божак,41.7025,25.2859
Крушка,41.7028,25.2738
Илиница,41.7125,25.2558
Иглика,42.9593,25.3851
Приселци,42.824,27.7981
Прелом,43.0757,24.8443
Елените,42.7052,27.8091
Емона,42.7141,27.8849
Музга,42.8978,25.1443
Сярци,41.5555,25.3654
Кремиковци,42.7817,23.5002
Оселна,42.9286,24.1493
Дунавец,44.0676,26.7458
Ридово,41.6691,25.288
Старо място,41.6643,25.2976
Снежинка,41.6591,25.301
Момина сълза,41.5947,25.5264
Бойник,41.6028,25.599
Зорница,41.618,25.5154
Делова махала,43.0097,26.035
Миневци,42.925,26.0133
Дуровци,43.0301,25.9893
Петковци,42.9452,25.9876
Радковци,42.9252,25.6148
Кисьовци,42.8526,25.6214
Малки Българени,42.9505,25.5079
Раданчето,42.9428,25.5031
Армянковци,42.8715,25.5712
Маневци,42.8658,25.5535
Миховци,42.8768,25.5872
Фъревци,42.8894,25.589
Димиевци,42.8677,25.5779
Раевци,42.8668,25.6003
Коевци,42.8845,25.575
Велково,42.8765,25.592
Павлевци,42.8802,25.5912
Никачковци,42.8716,25.5929
Попгергевци,42.8826,25.5642
Иван Димов,42.8475,25.5946
Даевци,42.8795,25.5508
Христовци,42.8815,25.5247
Драндарите,42.8565,25.6064
Райнушковци,42.863,25.5584
Клисурски манастир,43.1838,23.2059
Малки Станчовци,42.9003,25.5388
Кукля,42.923,25.5378
Владовци,42.9198,25.5535
Банари,42.9385,25.5136
Томчевци,42.9067,25.5163
Попрайковци,42.901,25.5446
Горен Еневец,42.9203,25.5706
Шодековци,42.9303,25.5739
Свети Спас,42.2831,23.736
Големи Станчовци,42.9099,25.5357
Петковци,42.9355,25.5287
Красно село,42.6895,23.3073
Триадица,42.6756,23.3035
Мало Бучино,42.6825,23.1615
Долни Пасарел,42.5392,23.4997
Бухово,42.7653,23.5694
Лозенец,42.6784,23.322
Мрамор,42.7861,23.2734
Студентски,42.6631,23.3578
Горни Богров,42.7187,23.5295
Мировяне,42.7909,23.3037
Люлин,42.7275,23.2606
Войнеговци,42.7993,23.4223
Кривина,42.6816,23.4655
Искър,42.6653,23.4222
Яна,42.7268,23.5565
Бистрица,42.5855,23.3596
Чепинци,42.7593,23.427
Слатина,42.6715,23.3656
Владая,42.6292,23.1961
Овча купел,42.69,23.2545
Кокаляне,42.5781,23.4149
Подуяне,42.7008,23.3601
Надежда,42.7271,23.3019
Банкя,42.7057,23.15
Нови Искър,42.8001,23.341
Кътина,42.8449,23.3187
Кубратово,42.7725,23.3624
Иванча,43.2205,26.1824
Мусачево,42.6822,23.5708
Деветаците,42.9273,25.5894
Сухолоевци,42.9124,25.5255
Големи Българени,42.9414,25.5258
Баевци,42.9246,25.7874
Дединци,43.0258,25.9459
Равново,43.0327,25.9249
Куцаровци,42.9427,25.7211
Долна Златица,43.2018,26.1507
Пиринец,43.2078,26.1861
Връбница,42.7428,23.2847
Балша,42.8485,23.2694
Житен,42.8188,23.2508
Мърчаево,42.6008,23.1695
Долни Богров,42.7002,23.4924
Иваняне,42.7071,23.1819
Локорско,42.7956,23.4479
Панчарево,42.5934,23.4103
Подгумер,42.8026,23.4037
Средец,42.6888,23.3298
Оборище,42.6962,23.3328
Световрачене,42.7829,23.3891
Бусманци,42.6759,23.4332
Сердика,42.7399,23.3276
Казичене,42.6604,23.4648
Изгрев,42.6783,23.3542
Възраждане,42.7019,23.3166
Красна поляна,42.6996,23.2965
Илинден,42.7113,23.2912
Желява,42.7471,23.6047
Герман,42.6149,23.4156
Витоша,42.6562,23.2653
Волуяк,42.7737,23.2429
Доброславци,42.822,23.2822
Малко Йонково,43.6244,26.7238
Негован,42.769,23.4053
Брусевци,41.583,25.9345
Черничино,41.5937,25.8453
Сборино,41.5164,25.9088
Малко Попово,41.6011,25.9036
Бубино,41.5584,25.8105
Райковци,42.8381,25.6347
Осенарите,42.8329,25.6994
Сеймените,42.8232,25.6029
Семковци,42.8404,25.6539
Терзиите,42.8421,25.6753
Конарското,42.7589,25.6211
Клъшка река,42.8144,25.6171
Ушевци,42.8464,25.6623
Цонковци,42.8345,25.6614
Марговци,42.8491,25.6687
Лагерите,42.8059,25.6668
Пирамидата,42.8055,25.6338
Мишеморков хан,42.8167,25.6492
Цепераните,42.8245,25.6089
Абрит,43.9076,27.7958
Резово,41.9881,28.0273
Малиново,43.0385,24.8844
Сенник,42.9942,25.0357
Ковачевица,41.6847,23.8264
Средна,41.5811,23.684
Сотира,43.2244,27.9409
Св. св. Константин и Елена,43.2316,28.0064
Равнище,42.9977,24.0763
Твърдица,43.6133,28.4581
Оногур,43.8233,27.5889
Стаевци,43.6915,28.4923
Крупен,43.5506,28.2636
Държавен,42.7276,25.5669
Водно,43.1094,26.042
Делвино,42.0209,23.1333
Фазаново,42.2008,27.7201
Калово,42.1262,27.5347
Бостаните,43.5621,22.6802
Младежко,42.1538,27.3719
Бръшлян,42.0463,27.4279
Граничар,42.1357,27.2422
Яворец,42.9609,25.1614
Вълков дол,42.8932,25.4026
Беломъжите,42.9251,25.4084
Рашевци,42.864,25.6154
Димовци,42.8498,25.6323
Бойчовци,42.8605,25.6413
Продановци,42.8686,25.6707
Бояново,43.874,22.6889
Перуника,41.4488,25.7448
Благун,41.3758,25.7419
Тинтява,41.4236,25.7866
Брестова,42.6624,25.7413
Дворище,42.663,25.7189
Жълтопоп,42.6673,25.712
Димовци,42.6716,25.734
Жерговец,42.658,25.6988
Селце,42.6843,25.538
Лява река,42.7319,25.6767
Сливито,42.6653,25.6572
Иванковци,42.8966,25.3743
Петровци,42.9232,25.2354
Пецовци,42.9147,25.2642
Драгиевци,42.9267,25.174
Драгановци,42.8773,25.7863
Баждари,42.8428,25.7734
Мариновци,42.8652,25.8634
Добревци,42.8402,25.8136
Габрака,42.8408,25.8517
Горни край,42.8198,25.7511
Кантари,42.8677,25.8052
Папратлива,42.8498,25.8455
Киревци,42.8566,25.8142
Милково,41.528,24.6795
Букаците,41.4702,24.7363
Пещера,41.5442,24.6956
Ельово,41.4469,24.7222
Люлка,41.4628,24.6929
Сърнино,41.4497,24.7009
Червенковци,42.9457,25.836
Лисия,42.0618,22.9171
Костенковци,42.952,25.3981
Стойчовци,42.9396,25.413
Ангелов,42.9241,25.3637
Мързян,41.4172,24.9361
Добрева череша,41.5105,24.8225
Крайполе,43.0684,26.1063
Стара Речка,43.0869,26.0728
Яребично,43.0977,26.1201
Язовец,43.1716,26.2247
Присойна,43.1713,26.2491
Брестница,43.8819,27.5707
Земенци,43.7955,27.7732
Давидово,43.8828,27.4629
Банище,42.719,22.7287
Бънзарето,42.7045,25.6078
Гюргево,41.4808,23.1559
Тонско дабе,41.5022,23.1306
Овчаровски плаж,43.3996,28.1319
Студенец,41.8195,24.6537
Орехово,41.8694,24.6124
Павелско,41.8618,24.7056
Фиш Фиш,43.3822,28.1
Изгрев,43.3849,28.0945
Бузяковци,42.5362,23.7905
Мечковци,42.5605,23.7592
Джамузовци,42.5349,23.8029
Теменуга,43.1084,26.0075
Драгижево,43.077,25.7409
Потоп,42.748,23.6646
Редешковци,42.8944,25.4062
Водни пад,41.551,24.3793
Любенци,43.2086,26.1016
Железарци,43.1422,26.0663
Червенка,42.4353,27.6496
Драгийци,42.8602,25.7833
Веселина,42.8622,25.8577
Аплаци,42.8639,25.818
Косевци,42.8492,25.8046
Шубеци,42.8769,25.8737
Бейковци,42.8665,25.8494
Пейковци,42.8271,25.8016
Трънковци,42.8797,25.9187
Караиванци,42.8048,25.8086
Дуковци,42.879,25.8368
Карандили,42.8797,25.8265
Драгневци,42.855,25.8691
Шиливери,42.8595,25.797
Бърдени,42.8918,25.5571
Бранковци,42.9419,25.6531
Дунавци,42.9287,25.6207
Село Костенец,42.2632,23.8276
Долно Шивачево,43.0481,25.9939
Самсиите,42.9286,25.6327
Бояновци,42.93,25.6467
Забел,42.8199,22.5747
Беклемето,42.7961,24.6259
Василковска махала,43.0335,24.3897
Габърска,42.8807,24.6752
Манилов дол,42.7017,23.2013
Каменяне,41.5375,25.2954
Цвятово,41.5382,25.2812
Поточе,41.5441,25.3159
Горнова могила,42.8511,25.2577
Чукилите,42.8457,25.2759
Семерджиите,42.895,25.3954
Лешниковци,42.7796,22.5372
Бойчета,42.7988,25.3481
Баевци,42.8099,25.2849
Зелено дърво,42.797,25.2697
Червена локва,42.8001,25.3455
Костадините,42.8274,25.3627
Езерото,42.765,25.3621
Поток,42.7747,25.364
Габерово,41.6252,25.9009
Дъбрава,43.0636,24.8203
Равна гора,41.8677,26.3413
Кърчовско,41.413,25.3377
Богородица,41.5101,23.1888
Крънджилица,41.5401,23.0565
Марафелци,42.9432,25.8445
Големани,42.9564,25.8339
Дърлевци,42.968,25.8839
Титевци,42.9415,25.8411
Чешма,43.0876,26.0294
Лесново,42.6429,23.6411
Резач,43.0307,26.0362
Свободица,43.0769,26.1846
Калнище,43.0344,26.2073
Тиховец,43.0645,26.167
Халваджийско,43.0955,26.1544
Габрово,41.8898,22.9419
Цегриловци,42.7815,22.5103
Реяновци,42.7839,22.4875
Джинчовци,42.7844,22.4682
Летище,43.1531,27.8262
Под селото,43.1489,27.827
Колибите,41.5837,23.0262
Иваново,41.5331,23.0679
Велющец,41.5878,23.1411
Розино,42.7125,24.547
Крива бара,43.6379,23.7106
Крива круша,42.5436,25.8817
Графитово,42.4518,26.1108
Крайна,41.4816,24.9196
Вълчан,41.4817,24.7766
Чучур,41.5436,24.817
Планиница,42.5993,22.8789
Петрохан,43.1212,23.1246
Бургаски Минерални Бани,42.6097,27.4195
Гащевци,42.914,25.6697
Дечковци,42.9179,25.663
Чеганци,41.7159,25.2962
Гулянци,43.6388,24.6956
Вълчи Извор,42.1439,26.9153
Малко Кирилово,42.0326,26.6162
Синьо Камене,42.259,26.9823
Ален мак,43.2591,28.0232
Лозница,43.9701,27.9142
Гара Струпец,43.1349,23.8653
Краище,43.8491,27.9825
Попрусаново,43.8991,27.4219
Огняново,43.906,27.6601
Гуслар,43.8361,27.446
Зимница,43.8642,27.6205
Сакарци,42.0464,26.2937
Букак,43.0533,26.1706
Долни Марян,42.9407,25.9497
Драганосковци,42.9095,25.8307
Радовци,42.9376,25.939
Ганев дол,42.9504,25.9663
Търкашени,42.9591,25.865
Недялковци,42.9631,25.8375
Мирчовци,42.8852,25.821
Балуци,42.951,25.8241
Велювци,42.9694,25.8381
Мъртвината,42.8889,25.7869
Николовци,42.9617,25.8485
Махалници,42.9284,25.8202
Берковци,42.8855,25.7253
Стойчевци,42.9247,25.8306
Цвеклювци,42.8729,25.8043
Султани,42.8727,25.8275
Райновци,42.8783,25.8539
Миленча,42.87,24.7805
Железник,41.7433,25.3523
Зайчари,42.9232,26.1949
Кипилово,42.9032,26.2352
Братан,42.9859,26.3414
Котел,42.8879,26.4509
Стара река,42.8787,26.1838
Белмекен,42.1416,23.7653
Голак,42.2976,23.9674
Долна Василица,42.3074,23.8971
Нейкьовец,42.4308,24.0351
Любница,42.4,23.9721
Иглика,42.0424,26.7751
Блатец,42.3161,22.6041
Лисец,42.3089,22.5653
Брежана,41.4894,25.2203
Шипок,41.4306,25.2206
Загорски,41.4053,25.2358
Долие,41.5538,24.9174
Рожденско,41.5135,25.1739
Черешка,41.4872,25.189
Теменуга,41.5207,25.1652
Петров дол,41.4745,24.9923
Контил,41.5028,25.1821
Козлево,41.4123,25.2412
Кориите,41.5563,24.9419
Змиево,41.4924,24.7733
Първенци,41.4212,25.2274
Лебед,41.466,25.2023
Щерна,41.5103,25.2156
Гранитец,42.2448,26.9607
Чампа,41.6215,24.4549
Алтимир,43.533,23.7999
Михалич,43.4053,27.455
Паничище,42.2645,23.2967
Чешлянци,42.5737,22.5475
Горно Кобиле,42.5658,22.5473
Дождевица,42.3296,22.5667
Долно Кобиле,42.5506,22.5327
Долни Върпища,42.936,25.4293
Горни Върпища,42.9293,25.4254
Марково Равнище,43.0364,23.9404
Сребриново,42.5394,24.0055
Узово,43.769,27.9117
Прилеп,43.4006,27.9108
Соколник,43.4459,27.8836
Каменарци,41.6235,25.2954
Тополчане,41.625,25.3149
Яребица,41.6103,25.2566
Купците,41.5537,25.2741
Сарая,42.2481,24.3133
Брезовдол,42.9665,23.4787
Бакьово,42.8796,23.4668
Манастирица,43.2561,26.0744
Будилци,41.6887,23.1214
Къшле,42.7138,22.4863
Черешовска река,41.5172,24.6337
Черешово,41.5172,24.6418
Исьовци,41.5008,24.6343
Банковец,43.0771,26.1596
Великовци,43.0377,26.1688
Манушевци,42.9849,26.239
Черешките,41.4968,24.5926
Бориково,41.4928,24.6123
Чирпан,42.2041,25.3483
Любимец,41.8487,26.0848
Тлачене,43.3427,23.8472
Големанци,41.7871,25.4825
Дъбник,42.6881,27.5044
Златарица,41.9226,23.7556
Божевци,42.8655,26.1326
Бабяк,41.9562,23.6818
Тумбалово,42.8641,25.0926
Цаконица,43.2297,23.8173
Буковец,43.0464,25.4866
Крумовград,41.4725,25.6544
Разград,43.7489,23.4921
Вехтово,43.1754,27.0761
Белица,41.8265,24.8973
Пищигово,42.2491,24.4297
Марково,42.3504,25.2227
Градът,41.5893,24.8383
Видно,43.558,28.3767
Ялботина,42.871,22.8291
Глогово,42.9769,24.2748
Магарджица,41.6494,24.5676
Костинброд,42.8141,23.215
Чавка,41.4086,25.4558
Юнаци,41.4656,25.4441
Каменец,41.4708,25.4073
Светлен,41.4217,25.4204
Нане,41.4305,25.4605
Метличка,41.4276,25.4443
Коларово,41.9694,26.0236
Чурен,41.9519,24.5252
Церецел,42.9169,23.3149
Славейно,41.6314,24.8651
Поляна,42.3027,26.823
Наречен,41.9042,24.77
Давидково,41.669,24.9651
Божурица,43.51,24.5957
Река,41.5922,24.8566
Тополка,41.3926,25.5549
Тянево,43.7252,27.6311
Белиш,42.9373,24.7496
Паскалево,43.6385,27.8252
Новаковци,42.917,25.2029
Громшин,43.5256,23.4915
Воднянци,43.703,22.8593
Искър,43.4555,24.2612
Папрат,41.5161,25.2792
Ласкар,43.2801,24.6014
Девенци,43.3211,24.1615
Балабанско,42.8933,24.6494
Китка,43.0534,27.7761
Селска поляна,41.7106,25.836
Воднянци,43.7467,27.5467
Лъга,42.8888,24.0284
Калчевска,42.8869,24.7391
Сливовик,43.5969,23.1168
Каленик,43.1592,24.5112
Ставерци,43.5722,24.2799
Баня,41.8831,23.5233
Орешец,41.6074,24.7953
Слатино,42.5925,22.8418
Лещарка,41.3792,25.5495
Новачене,42.9805,23.7331
Тияновци,44.0782,22.7298
Пленимир,43.6554,27.9819
Ошане,43.6861,22.5498
Виница,42.1373,25.1347
Скобелево,42.6772,25.1942
Борино,41.6835,24.2935
Триград,41.599,24.3795
Върбовка,43.236,25.2006
Арнаутито,42.3037,25.5403
Долна Митрополия,43.4681,24.5204
Белица,42.8514,25.5774
Бонево,43.7284,27.382
Сухаче,43.3131,24.008
Чомаковци,43.3277,24.0673
Горна Вереница,43.4456,23.1021
Славовица,43.6173,24.4504
Хайредин,43.6038,23.6657
Дяково,42.3214,23.0988
Созопол,42.419,27.6939
Лепица,43.327,24.0322
Опака,43.4462,26.176
Капитан Петко войвода,42.072,26.4187
Оряховица,42.4861,25.8113
Присад,43.6734,28.0303
Въртоп,43.8042,22.7856
Мало Крушево,42.4188,24.4922
Зърнево,43.629,27.301
Казашка река,43.088,27.631
Корница,41.6419,23.6755
Горско село,43.0435,26.3591
Ягодина,41.6352,24.35
Русалско,41.7116,25.1449
Стралджа,42.5953,26.6938
Байкал,43.7091,24.4264
Бежаново,43.2288,24.3974
Межден,43.8132,27.203
Мала църква,42.2671,23.5094
Оризаре,42.7505,27.6202
Момин Проход,42.3329,23.8728
Ново Градище,43.2105,26.0589
Круша,43.0292,27.7572
Туден,42.998,22.9954
Оплетня,43.0991,23.4461
Градище,43.3282,25.198
Горно Краище,41.9006,23.5841
Брягово,41.9844,25.1713
Посев,43.8677,27.4246
Тръстеник,43.5225,24.4722
Лимец,41.3757,25.6273
Горна кула,41.4955,25.6144
Полянци,42.4222,23.7341
Ястребово,43.7585,26.1242
Шипчените,42.9409,25.2757
Сейковци,42.9489,25.2735
Драганово,43.4807,27.7816
Баня,42.464,24.1374
Лъка,41.5651,24.8234
Подвис,41.5687,24.8328
Абланица,43.0393,24.6925
Горник,43.2862,24.0477
Кабиле,42.5306,26.4797
Брезник,42.7392,22.8994
Долна Хубавка,43.1416,26.3581
Велешани,41.5825,25.252
Алеко Константиново,42.1466,24.2934
Полско Пъдарево,42.4606,26.0897
Макоцево,42.6915,23.803
Плоски,41.646,23.269
Яврово,41.9958,24.7984
Професор Иширково,44.0021,27.1636
Царевец,43.1583,23.7985
Житница,43.7352,27.639
Крушовица,43.3485,24.415
Дълбок дол,42.9636,24.6467
Хърсово,41.4584,23.3803
Кьосево,41.608,25.3027
Девене,43.4125,23.6143
Мандрица,41.3924,26.131
Горски Сеновец,43.2814,25.8951
Вълче поле,41.6893,26.0122
Аспарухово,43.7029,23.2148
Джигурово,41.5591,23.3119
Бостина,41.6073,24.7582
Каравелово,42.3076,26.6294
Помощник,42.0511,26.0514
Костенци,43.2843,23.1213
Буйново,41.5602,24.314
Росен,42.3865,27.5666
Ягодово,43.2211,23.1895
Горна Митрополия,43.4625,24.4562
Попгригорово,43.5272,27.9355
Славяново,43.2918,26.1733
Кръстец,42.7661,25.5525
Търновци,43.9928,26.7173
Лъки,41.8328,24.8314
Подем,43.5392,24.5957
Чернооково,43.7148,28.1733
Люляк,42.5093,25.6758
Есен,42.8269,26.7814
Голямо Асеново,42.1051,25.6772
Белица,43.9325,26.6644
Окоп,42.4093,26.548
Чуковец,43.8496,27.2503
Бузовград,42.5826,25.3715
Гурково,42.9759,23.6881
Водица,43.3689,27.7353
Грозден,42.7205,26.7528
Комарево,43.3794,23.8666
Тополи дол,42.335,24.4581
Яздач,42.2869,25.4828
Благоевград,42.0056,23.09
Горски Долен Тръмбеш,43.2123,25.8319
Дълбок Извор,42.0258,25.1062
Станянци,43.006,26.6376
Трънково,42.225,26.5514
Лозарево,42.7708,26.8779
Бърдоква,43.6343,26.7999
Кулина вода,43.5872,25.0335
Комарево,43.5941,24.6328
Помен,43.4662,25.9793
Ботево,42.3564,26.3616
Стража,41.5976,24.7911
Гарваново,41.966,25.4476
Вълкан,43.8323,26.8903
Зимевица,43.0486,23.2929
Звезда,43.2806,26.2388
Косово,44.1014,22.6344
Широка поляна,41.8159,25.4097
Гранит,42.2511,25.1336
Манолич,42.8706,26.8038
Поповци,42.8811,25.6925
Враняк,43.373,23.933
Щръклево,43.7222,26.0426
Коста Перчево,43.8529,22.5878
Челюстница,43.4369,23.004
Манастир,41.8612,25.5809
Лозен,43.3243,25.8675
Росица,43.941,27.8993
Биволяне,41.5889,25.5037
Гърло,42.7642,22.8477
Стеврек,42.9934,26.1711
Попица,43.4289,23.9564
Златиница,42.1541,26.7067
Бадино,42.1778,23.1038
Водна,43.8526,22.7044
Писарово,43.6991,28.1051
Долна Гращица,42.2991,22.7926
Батишница,43.5368,25.8613
Лоза,42.9249,25.2404
Петрово,42.293,25.6406
Горни Окол,42.4654,23.516
Копиловци,42.3303,22.736
Вратарите,43.5179,27.5439
Веренци,43.0639,26.4437
Врачеш,42.8936,23.7613
Стамболово,42.4005,23.8139
Кутово,44.0303,22.9668
Очиндол,43.1059,23.476
Дриново,43.3828,26.3405
Дрангово,41.3365,25.2472
Долистово,42.3028,23.0112
Малък извор,42.9868,24.1236
Буковец,43.597,22.973
Срацимир,44.0322,27.3406
Георги Дамяново,43.3867,23.033
Горица,42.7915,27.5289
Калоянци,41.6677,25.5533
Синделци,41.4625,25.5755
Припек,43.174,27.795
Драгойново,41.994,25.2355
Джелепско,41.5007,25.5236
Войново,43.9753,27.4407
Долно Дряново,41.5881,23.898
Тръстика,43.4298,26.4129
Обединение,43.3383,25.5013
Арчар,43.8113,22.9188
Първомай,41.3998,23.1353
Странско,42.1645,25.6037
Лозеница,41.5052,23.3707
Враниловци,42.9134,25.2199
Друган,42.4768,23.0652
Долнослав,41.9319,24.9834
Козичино,42.8383,27.5742
Кладни дял,42.8588,25.6958
Велислав,42.8647,26.7613
Цар Асен,43.42,26.0189
Грамада,43.8332,22.6583
Суха река,42.8873,25.7036
Мурено,42.6269,22.7207
Радоевци,42.838,25.5493
Буковец,43.3566,23.8303
Гороцвет,43.4371,26.6404
Тодоровци,42.8803,25.7062
Игнатица,43.0606,23.5879
Теплен,41.4844,23.9367
Козлодуй,43.7737,23.7121
Орцево,41.9633,23.7297
Горна Липница,43.3021,25.4094
Огняново,41.612,23.7875
Полковник Савово,43.7099,27.4035
Бориловец,44.003,22.5001
Соволяно,42.3326,22.6576
Поповяне,42.4253,23.3484
Старо село,43.1584,23.8352
Вълково,41.5796,23.222
Малко Асеново,42.1113,25.6824
Леска,41.5411,24.9617
Неделево,42.3462,24.6134
Говедарци,42.2607,23.4774
Садовица,41.506,25.382
Осиково,43.382,25.9965
Малчовци,42.8444,25.5506
Пазарци,41.4586,25.5266
Осеновлаг,42.9676,23.536
Орешник,42.0712,26.3709
Левци,41.6408,25.1918
Бургас,42.4915,27.4718
Суха река,43.1311,26.9425
Ралевци,42.8278,25.5675
Василовци,43.7178,23.1342
Маслиново,41.7701,25.5342
Кубрат,43.7967,26.5017
Телиш,43.3274,24.2604
Кутела,41.6578,24.8286
Великденче,41.4513,25.3515
Долище,41.6762,25.5932
Тодорово,43.3408,24.6032
Върли дол,41.4646,25.0032
Асеново,43.2809,26.0216
Елена,42.9278,25.8993
Красно Градище,43.1827,25.2318
Гъмзово,44.0921,22.7573
Костино,41.7012,25.3003
Граница,42.256,22.7433
Върбица,43.2902,23.8434
Белополяне,41.4577,26.1477
Насалевци,42.83,22.5093
Багренци,42.2744,22.7588
Перперек,41.6846,25.545
Върбица,43.4716,24.7011
Кошничари,43.2764,26.3916
Брусарци,43.6534,23.0551
Съдиево,42.5305,26.0777
Боазът,42.9077,24.9618
Копривщица,42.6429,24.3592
Виноград,43.3376,25.8292
Голяма Желязна,42.9777,24.4651
Черешница,41.495,23.4587
Знаменосец,42.2784,25.8996
Невестино,42.2581,22.8567
Оман,42.2672,26.9253
Горна Кабда,43.2286,26.3521
Драгичево,42.6021,23.1446
Киреево,43.7944,22.3959
Велковци,42.9414,25.3753
Долно Драглище,41.938,23.5131
Глутниците,42.8351,25.5884
Найденово,42.3811,25.2598
Ямна,42.83,24.1123
Айрово,41.6093,25.3663
Рупите,41.4464,23.2408
Полковник Серафимово,41.5296,24.7797
Дебрене,43.388,27.8638
Трънак,42.9442,27.211
Видинци,42.3122,26.3862
Даскалово,41.7844,25.279
Болярци,43.0705,27.7997
Хрищени,42.4574,25.706
Ряхово,43.9876,26.2453
Мещица,42.6663,23.0003
Бащино,41.7175,25.5641
Голям извор,41.7649,25.7194
Златолист,41.5161,25.62
Долна Малина,42.6795,23.6716
Съединение,43.3192,26.6191
Девесилица,41.3816,25.6915
Черногорово,42.0289,25.6518
Бинкос,42.6485,26.0963
Бук,41.3456,25.556
Ценино,42.5415,26.0359
Кормянско,43.0532,25.0344
Вратица,42.5896,27.1611
Звиница,41.7476,25.5777
Бучин Проход,42.9727,23.1404
Горски извор,41.3539,25.1601
Писарево,43.1607,25.795
Пристое,43.6543,27.0734
Добруша,43.4407,23.4271
Орешец,43.6382,22.7316
Полянец,41.4775,25.3532
Конаре,42.685,25.8319
Градево,41.9168,23.1944
Омарчево,42.4581,26.1437
Динката,42.2892,24.2283
Голяма бара,41.7154,25.2649
Лева река,42.6809,22.5726
Правенци,43.4334,27.0746
Болярино,42.2371,25.0489
Блажиево,42.2016,23.0472
Моравица,43.1615,26.1168
Пешаково,43.9896,22.733
Бяла поляна,41.6795,25.6281
Манастирище,43.5747,23.6489
Богьовци,42.878,23.1344
Разлив,42.9129,23.8711
Грашево,41.9669,23.8933
Бленика,41.6721,25.3199
Рудозем,41.4907,24.8453
Гюргич,43.551,22.873
Палилула,43.436,23.3893
Заноге,43.0684,23.3203
Чемиш,43.4346,23.0574
Ореховица,43.5877,24.3824
Елена,41.8363,25.7914
Бракьовци,43.0605,23.1591
Ленище,41.5721,25.2045
Ракитна,41.8475,23.193
Милчина Лъка,43.8895,22.6901
