name,latitude,longitude
Малко Чочовени,42.652,26.2037
Миланово,43.1774,26.8708
Черни връх,42.4457,27.3402
Янковци,42.9074,25.2368
Преславец,41.9784,25.8819
Дряновец,43.5949,26.3824
Паничино,43.0827,26.4478
Росен,43.8502,27.9619
Козаревец,42.2207,25.5764
Черна,43.4628,26.8819
Ковачево,41.4984,23.4823
Лясково,42.4027,25.4942
Омуртаг,43.1167,26.4216
Храсна,41.4881,23.5333
Добревци,43.0672,24.0834
Бельово,41.4807,23.5499
Дъбова махала,43.6829,23.0177
Черна скала,41.6977,25.3607
Искра,44.0045,26.9609
Извор махала,43.8683,22.4182
Завет,42.8374,27.0615
Славщица,43.0529,24.3431
Лехово,41.4103,23.487
Пиперица,41.4109,23.4395
Калина,43.6289,28.2005
Крумово,42.2711,26.4044
Рилци,42.0401,23.0651
Неделково,42.7802,22.787
Горна Крушица,41.6686,23.1648
Семчиново,42.1793,24.098
Драгоил,42.9398,22.8763
Рупци,43.2737,24.1408
Михалич,41.8536,26.4228
Светлина,42.158,26.1878
Лъка,42.621,27.5409
Новград,43.6056,25.5859
Добромирци,41.381,25.2097
Александрово,42.6975,27.5965
Горски Горен Тръмбеш,43.2256,25.8395
Разград,43.5278,26.5247
Еленово,43.4108,26.3998
Генерал Инзово,42.3219,26.4343
Габърница,43.2482,27.4987
Якимово,43.6402,23.3375
Песочница,43.2527,23.2046
Гъсково,41.6641,25.444
Митровци,43.4402,22.936
Лясково,43.7164,27.6852
Пъстрен,42.2501,25.7494
Червен,41.9487,24.9571
Чифлик,42.8391,24.5962
Горно Белево,42.2639,25.2324
Средорек,42.5603,22.5505
Бориславци,41.6638,25.9221
Ракитника,43.1358,27.925
Митино,41.432,23.2533
Делян,42.3838,23.104
Калейца,42.9275,24.6712
Люблен,43.5074,26.202
Гняздово,41.6546,25.5497
Кранево,43.3435,28.0514
Струпец,43.128,23.8931
Лешница,41.5367,23.2809
Бело поле,42.0338,23.0502
Кавракирово,41.4355,23.1718
Черна могила,42.7494,27.4031
Сливата,43.7649,23.0418
Подкова,41.3978,25.4013
Бурево,41.5016,25.1347
Дъждовник,41.4347,25.6811
Чавдар,41.5808,24.2217
Големо Малово,42.9346,23.0036
Прелез,43.8172,26.692
Мрежичко,42.8632,27.4095
Белодол,42.7216,27.4522
Планинец,41.5041,25.9225
Радуловци,42.8289,22.9324
Генерал Колево,43.6498,27.9409
Могилица,41.4959,24.6349
Абланица,41.5363,23.9361
Болярци,42.0673,24.9555
Борика,42.4884,23.6644
Каменар,42.6252,27.5729
Свободиново,41.7211,25.3352
Виево,41.6404,24.8288
Мезек,41.7384,26.0881
Катунище,42.8064,26.5093
Смирненци,41.8083,25.8724
Батулия,42.8969,23.4245
Косовец,42.7543,27.4399
Бенковски,42.2073,24.6538
Долно Луково,41.3746,26.0757
Иванци,41.6728,25.3965
Топчии,43.6702,26.5061
Синигер,41.3869,25.7657
Бела Рада,43.9701,22.7658
Полетковци,43.86,22.5193
Беленци,43.1185,24.0634
Кула,43.895,22.5212
Редина,42.947,23.3794
Правешка Лакавица,42.9577,23.87
Дичин,43.217,25.4773
Добърчин,42.9995,23.2879
Велчево,43.0019,25.7035
Ялово,42.9716,25.575
Самоводене,43.1399,25.6103
Студеница,43.4508,26.75
Габровци,42.9456,25.5975
Градсковски Колиби,44.0007,22.4234
Ново село,43.0848,25.3644
Шемшево,43.0709,25.5528
Килифарево,42.9998,25.616
Арбанаси,43.1016,25.6633
Долно Вършило,42.3302,23.9864
Строево,42.2371,24.6878
Руен,42.015,24.8067
Стефаново,43.5033,27.8565
Пчелище,43.0368,25.7172
Крумово Градище,42.6106,26.9289
Плиска,43.3614,27.125
Кубадин,42.304,26.9449
Сърнево,42.476,27.0924
Подгорец,42.836,27.4038
Каравельово,42.93,27.1535
Живково,43.4448,27.0251
Венец,42.6398,26.8027
Тръстиково,42.4278,27.2621
Драгово,42.6297,27.1066
Бяла вода,42.1652,27.4549
Гълъбово,42.0251,24.7203
Черна могила,41.8108,25.9515
Радко Димитриево,43.1871,27.0039
Зимен,42.7359,27.0371
Ливада,42.4459,27.2194
Преображенци,42.7972,27.3308
Домлян,42.536,24.9137
Имренчево,43.1864,26.7531
Радойново,42.3781,26.9864
Русокастро,42.4618,27.1848
Череша,42.8163,27.1325
Иван Вазово,42.4605,24.7941
Върбяне,43.4003,27.085
Хаджиите,42.6093,27.0805
Снежа,42.896,27.273
Климент,42.5991,24.6865
Добра поляна,42.8388,27.3115
Куртово,42.5917,24.9063
Сигмен,42.7083,26.9724
Чешнегирово,42.1267,24.9737
Светлина,42.3749,27.1049
Добротино,41.5858,23.6718
Добромир,42.9529,27.2872
Тутракан,44.0514,26.6206
Пънчево,42.2766,27.156
Трояново,42.5543,27.1451
Съединение,42.2668,24.541
Билка,42.9361,27.2329
Проход,42.3311,27.0602
Белила,42.334,27.1056
Орлинци,42.4335,27.0343
Типченица,43.068,23.7057
Сини рид,42.8236,27.4336
Велико Търново,43.0824,25.6323
Асеново,43.5547,24.8656
Крин,41.7445,25.5513
Варана,43.3541,25.2198
Невестино,41.6716,25.3736
Лазарово,43.4231,24.09
Драгаш войвода,43.6769,24.9582
Муселиево,43.6342,24.852
Конево,41.6738,25.6082
Пъдарци,41.6814,25.2579
Лозица,43.6075,25.0059
Тънкото,41.5022,24.9627
Българене,43.4403,25.0753
Мостово,41.8513,24.9368
Бдинци,43.5285,27.5241
Новачене,43.5539,24.9311
Панчево,41.6565,25.4151
Соколово,42.66,27.0712
Шаренска,41.4919,24.9114
Зайчар,42.7786,27.1709
Железник,42.5715,26.9037
Речица,42.883,27.2423
Козаре,42.6079,27.0476
Полски Извор,42.4501,27.2902
Шумен,43.2638,26.9423
Листец,42.8663,27.1332
Брезово,42.3484,25.0767
Ръжица,42.7825,27.3973
Бегунци,42.5467,24.8794
Малко Търново,41.9806,27.5225
Главатар,42.333,24.8709
Глумче,42.6992,27.0261
Кликач,42.7043,27.0595
Изгрев,43.469,25.0487
Студена,41.5748,24.9457
Асеновци,43.3258,25.0965
Уручевци,41.5234,25.0024
Равнища,41.5415,24.908
Еница,43.3796,24.0637
Македонци,41.5859,25.3567
Долина,43.5529,27.6878
Крайно село,41.6437,25.342
Балван,43.0847,25.4235
Дебелец,43.0443,25.6237
Одърне,43.3406,24.9355
Конарско,42.0168,23.7228
Бел камен,42.0082,23.7269
Висока поляна,43.4647,26.7764
Трънчовица,43.487,24.9967
Цирка,41.5484,24.9846
Болтата,42.8983,25.3972
Черневци,42.8887,25.4111
Шипковица,42.6526,22.5131
Избул,43.4383,27.1073
Дълга лука,42.6432,22.5505
Метохия,42.5767,22.4856
Катерица,43.3108,24.9188
Смиров дол,42.5615,22.7277
Долна Мелна,42.6747,22.5273
Побит камък,42.5951,22.457
Охлювец,41.6899,25.347
Аспарухово,43.3932,25.1269
Драгойчинци,42.6196,22.4951
Чурка,41.5152,24.9218
Орлово,42.9891,26.4659
Гърбино,42.4143,22.7111
Кършалево,42.3641,22.5422
Гурбановци,42.3546,22.4768
Горно Сахране,42.6444,25.216
Узуните,42.9466,25.345
Риш,42.9767,26.9144
Смядово,43.0674,27.0154
Върбица,42.9991,26.672
Желъд,43.0472,27.1761
Кълново,43.0961,27.0413
Трапесковци,42.8827,25.4201
Горно Ябълково,42.1106,27.1013
Суходол,42.4433,27.0764
Дюлево,42.4032,27.1603
Факия,42.1902,27.0859
Гара Орешец,43.6589,22.7431
Браничево,43.6831,27.091
Сърцево,42.6072,26.0668
Дъбова,42.9703,26.2418
Лятно,43.5512,27.1095
Преселка,43.4341,27.2834
Царев Брод,43.3315,27.0114
Сечище,43.4048,27.2675
Тодор Икономово,43.6335,27.1571
Боженците,42.873,25.4244
Тръница,43.4607,27.3203
Градище,43.3372,26.8368
Слънчев бряг,42.7023,27.7148
Боринци,42.9349,26.2128
Нови пазар,43.3516,27.1954
Зорница,42.385,26.9285
Каменяк,43.4046,26.9672
Чакалите,42.8896,25.5406
Тодореците,42.9029,25.4781
Куманите,42.9075,25.4545
Бучуковци,42.9183,25.4485
Войниците,42.9044,25.4722
Сяровци,42.9349,25.4677
Косилка,42.932,25.4817
Кръстеняците,42.8935,25.4633
Искра,42.9396,25.4733
Пърша,42.9484,25.4846
Добрените,42.9423,25.4569
Джуровци,42.946,25.487
Долни Драгойча,42.9504,25.4721
Къртипъня,42.9277,25.4667
Станча,42.9303,25.4803
Долни Томчевци,42.9009,25.4424
Нейчовци,42.949,25.4467
Доча,42.9421,25.4529
Рачовци,42.899,25.4695
Пържиграх,42.9005,25.5291
Околиите,42.8899,25.4754
Бижовци,42.8929,25.4758
Режинци,42.3932,22.5509
Уши,42.5246,22.5608
Раянци,42.5332,22.6728
Горно Уйно,42.4521,22.5739
Брест,42.4619,22.6085
Чудинци,42.3921,22.5153
Долни Коритен,42.4815,22.596
Церовица,42.3442,22.5311
Киселица,42.5467,22.504
Ивановци,42.3669,22.5142
Свирчово,43.0233,26.2257
Плочник,41.9776,24.6048
Ситово,41.9276,24.6157
Попрелка,41.5355,24.6355
Димово,41.5338,24.6004
Голямо Доляне,43.0163,26.2213
Надарци,41.5266,24.6267
Кремене,41.5369,24.6242
Богомолско,43.0448,26.1106
Греевци,43.0215,26.2174
Стройновци,42.9816,26.2042
Ритя,42.9905,25.4215
Балалея,42.9913,25.4311
Караиванца,42.984,25.4055
Клисура,42.0219,22.8796
Гърня,42.9734,25.5019
Балиновци,42.9217,25.3803
Геша,42.9813,25.4353
Читаковци,42.937,25.2877
Скала,42.7721,26.6849
Лозица,42.7287,26.7789
Каспичан,43.3166,27.1523
Скомля,43.681,22.7651
Щъркелово гнездо,42.4599,23.553
Стайновци,42.8998,25.4907
Скорците,42.8962,25.4586
Коприва,42.2791,22.4267
Недялковци,42.8944,25.4872
Керените,42.8952,25.5074
Горни Драгойча,42.9223,25.4857
Добревци,42.8908,25.5019
Дурча,42.9213,25.4917
Паспал,41.5599,25.0293
Модрен,41.5472,25.2514
Рибарци,41.6674,25.248
Стояново,41.5756,25.0353
Латинка,41.6333,25.1072
Планинци,41.5799,24.968
Миле,41.5846,24.9906
Ливаде,41.5765,24.9593
Касапско,41.5926,25.0005
Стайчин дол,41.5664,24.9912
Песнопой,41.6901,25.0997
Ценович,44.0329,27.2382
Ястребна,43.9713,27.074
Дойранци,41.7121,25.2012
Звенимир,43.8241,26.9173
Сливка,41.6506,25.056
Габрина,41.6153,24.9673
Орех,41.4421,25.6285
Узуново,41.8412,25.099
Балкан махала,41.747,24.8566
Душка,41.89,25.188
Две тополи,41.7145,25.0312
Писаница,41.5934,24.7513
Планинско,41.7556,24.9931
Бор,41.8358,25.0482
Кокорово,41.5989,24.8087
Рибен дол,41.7452,25.029
Изворово,41.8347,25.031
Хасовица,41.583,24.7518
Горунака,42.8604,23.9584
Равно село,42.9846,26.1963
Лясково,41.9959,24.8198
Арзан,42.7621,22.9193
Дирало,41.5568,25.0045
Поибрене,42.5048,23.999
Дорково,42.0451,24.1313
Николаевка,43.3564,27.6678
Тъкач,43.5915,27.0371
Левски,43.3143,27.6679
Чернево,43.2875,27.5959
Душевски колиби,42.9182,25.006
Свобода,42.3949,24.3368
Долина,43.5386,27.1153
Бяла Слатина,43.4736,23.9475
Албанци,41.4955,25.2825
Обичник,41.4965,25.4819
Друмче,41.5044,25.4938
Медевци,41.3815,25.297
Янино,41.3897,25.2877
Горна Секирна,42.6771,22.6705
Падине,42.6412,22.7246
Одраница,42.6405,22.6459
Бъзовица,42.6,22.5468
Долна Врабча,42.5799,22.7177
Бистроглед,41.5556,25.1162
Мак,41.5298,25.1985
Стражевци,41.6251,25.2481
Родопско,41.5925,25.0944
Хромица,41.6174,25.21
Стар Читак,41.6812,25.1901
Сполука,41.6964,25.1482
Аврамово,41.6961,25.1698
Любино,41.6649,25.1165
Малко Крушево,41.689,25.0699
Розовец,42.4606,25.1165
Борец,42.3463,24.9328
Водата,41.6632,24.6354
Нареченски бани,41.899,24.7441
Горно Черковище,42.5733,25.3159
Отец Кирилово,42.3425,24.9963
Пряпорец,41.7546,25.3569
Мурга,41.8139,25.1353
Дрангово,42.37,25.0058
Ночево,41.8775,25.1885
Леново,41.9465,25.0797
Хисаря,42.5077,24.7123
Бабек,42.4405,25.0768
Нови извор,41.973,25.0502
Изгрев,43.2971,27.6949
Суворово,43.3289,27.5883
Златар,43.1088,26.9553
Търна,41.6655,25.1711
Сираково,41.8787,25.3876
Главник,41.5247,25.0548
Момчил,43.3921,28.1199
Капитан Димитриево,42.1059,24.3284
Пещера,42.0356,24.304
Калиманци,43.28,27.7216
Лиси връх,43.5002,27.0952
Пампорово,41.6515,24.6944
Ловци,41.5168,24.9309
Септемврийци,43.6089,28.3668
Белгун,43.602,28.3254
Симеоновец,42.172,24.1064
Червена скала,41.6139,25.183
Мусево,41.5688,25.0198
Стойново,43.1014,26.2263
Глашатай,43.0538,26.2298
Сестринско,41.7156,25.6235
Мечка,43.5225,24.8026
Солище,41.6691,25.3878
Повет,41.6516,25.4029
Ладарево,41.5494,23.3398
Ралево,43.3008,24.6023
Татково,41.7302,25.5778
Дисевица,43.3986,24.5157
Баскалци,41.4746,23.0047
Млада Гвардия,43.2879,27.3686
Стожа,41.6192,23.3216
Пеньово,41.6754,25.3107
Седелец,41.5883,23.096
Гривица,43.4086,24.7022
Плачка,43.0176,25.4292
Кладоруб,43.7164,22.6513
Женда,41.7767,25.1812
Соколите,41.7762,25.166
Орешец,41.8882,24.9418
Мулдава,41.9877,24.9409
Дропла,43.5755,28.0793
Пъдарско,42.3478,24.8929
Райновци,42.8965,25.1852
Динково,43.7047,23.0365
Патриарх Евтимово,42.0118,25.0512
Нацовци,42.9676,25.6223
Старо Железаре,42.4459,24.6507
Стоево,41.9815,24.9953
Беловица,42.4258,24.5334
Соколово,43.4757,28.0946
Бял кладенец,42.2998,26.1684
Поляците,42.9847,27.1226
Сава,43.0317,27.381
Лопушна,43.0023,27.1836
Чала,41.6304,24.3061
Горица,42.9109,27.8388
Господиново,42.8979,27.7688
Любенец,42.3682,25.9516
Попович,42.8332,27.7964
Асеновец,42.5264,25.9538
Любенова махала,42.3521,25.9642
Кожари,41.5421,24.3346
Бяла,42.8798,27.8811
Дюлино,42.8637,27.729
Сърнино,43.6688,28.2894
Кестен,41.5512,24.4327
Жребево,41.5656,24.4154
Радево,42.4174,26.0578
Караново,42.512,25.9154
Стоил войвода,42.4644,25.9865
Млекарево,42.3574,26.0884
Прохорово,42.3519,26.2076
Стоманево,41.8106,24.4208
Долни Дъбник,43.4108,24.4543
Каменово,42.5433,26.1072
Коньово,42.5226,26.1647
Белцов,43.5678,25.6362
Богданово,42.3907,25.994
Чуруково,41.8581,24.4975
Грохотно,41.6996,24.3816
Пчелно,43.0835,26.2298
Црънча,41.5672,24.1027
Велинград,42.0263,23.9919
Ясенково,43.5471,26.8364
Аспарухово,42.9863,27.3124
Дренци,43.4959,26.9261
Дългопол,43.0477,27.3486
Изгрев,43.5918,26.9838
Боголин,41.5387,23.9549
Тешово,41.4665,23.6959
Венец,43.5477,26.9217
Буйновица,43.5906,26.9449
Тешел,41.673,24.351
Пет Могили,42.3055,26.0463
Дядово,42.4319,26.0182
Ясеновец,43.57,26.6333
Джулюница,43.5782,25.6076
Звездица,43.1528,27.8344
Събрано,42.431,25.8995
Каменар,43.2504,27.9043
Капитан Петко,43.4904,26.8749
Константиново,43.1693,27.7735
Брястово,42.5242,25.9337
Камен дял,43.0279,27.2624
Боряна,43.0525,27.2788
Рояк,43.0854,27.3833
Новоселец,42.298,26.0913
Арковна,43.0339,27.2012
Памукчии,43.3974,27.2176
Върлинка,42.9631,25.637
Големаните,42.9617,25.6483
Крънча,43.0013,25.4819
Величково,43.048,27.4503
Черноглавци,43.5406,27.0029
Върбенци,41.7212,25.2748
Скална глава,41.6892,25.3098
Крета,43.5999,24.6738
Равно нивище,41.4868,24.9632
Брест,43.6427,24.5911
Пепелище,41.5857,25.3813
Стефан Караджа,43.496,27.4114
Ушинци,43.5028,26.6062
Царевец,41.6713,25.352
Стремово,41.738,25.4064
Каолиново,43.6202,27.1057
Омарчево,43.5585,27.0507
Царичино,43.4567,28.1792
Митовска,41.5121,24.9625
Габрово,42.8878,25.3206
Горнослав,41.9209,24.9588
Избеглии,42.0411,25
Дойранци,43.6077,27.17
Гусла,43.6673,27.0544
Красен дол,43.5044,27.2676
Векилски,43.5702,27.3823
Църквица,43.4758,27.17
Лесичарка,42.9435,25.3993
Никола Козлево,43.5745,27.2294
Ружица,43.5515,27.1657
Родопи,42.1833,24.5685
Голямо Пещене,43.3196,23.7373
Войнишка,42.8565,25.0133
Цани Гинчево,43.6121,27.2822
Пелишат,43.3476,24.7976
Гергини,42.8891,25.2499
Радецки,42.2839,26.1154
Долене,41.4447,23.032
Соколица,42.5854,24.8481
Чурилово,41.4602,23.0032
Аламовци,41.3921,24.9982
Пресока,41.4172,25.0919
Есеница,43.4412,27.3941
Генерал Колево,43.5201,27.3629
Боровичене,41.4184,23.0084
Срединка,41.6509,25.342
Радунци,42.679,25.5887
Долни Луковит,43.5142,24.2154
Староселци,43.5392,24.2776
Загражден,43.7446,24.5598
Райковска,42.8809,24.7353
Звънче,41.7156,25.2876
Страшимир,41.4373,24.9734
Планиново,41.9572,26.3762
Зойчене,41.4581,23.0191
Щипско,43.3819,27.5361
Генерал Киселово,43.4631,27.6002
Ръжево,42.3715,24.8005
Ботево,43.8365,22.8627
Калоян,43.4319,27.4087
Метличина,43.4737,27.5108
Сипей,41.6454,25.3878
Пропаст,41.6402,25.3937
Сомовит,43.6865,24.7716
Искър,43.6709,24.4495
Петлино,41.6095,25.3505
Бояна,43.434,27.6488
Милковица,43.6313,24.7401
Изворник,43.4669,27.3575
Билянска,41.451,24.6177
Потока,41.4721,24.6055
Гудевица,41.4544,24.6502
Алиговска,41.4487,24.6398
Стикъл,41.6411,24.5851
Страхил войвода,41.6878,25.6384
Ветрино,43.3113,27.4345
Осеновец,43.5712,26.9425
Момчилово,43.364,27.4232
Бръшляница,43.5437,24.7351
Ягнило,43.381,27.3255
Вишеград,41.6088,25.4088
Средно село,43.3447,27.4284
Зелениково,41.6617,25.3279
Дълго поле,42.3191,24.7715
Брестак,43.4601,27.5387
Иганово,42.6772,24.6805
Сватбаре,41.6732,25.5432
Искър,43.3883,27.4788
Вълчи дол,43.4029,27.555
Махалата,41.5795,23.0955
Долна Рибница,41.4463,23.0966
Черешово,41.9495,23.7087
Севдалина,41.7095,25.3312
Седловина,41.634,25.4279
Добротич,43.3953,27.4222
Цацаровци,41.4462,24.9967
Дуванлии,42.3696,24.7233
Радовец,41.9315,26.4921
Червенци,43.5239,27.4481
Войводино,43.4049,27.6193
Кушла,41.3184,25.1644
Видлица,43.4189,23.0662
Морава,43.4538,25.2155
Сърница,41.7373,24.0245
Тракиец,41.8673,25.4535
Огнен,42.6945,26.8209
Камещица,42.9072,25.135
Малки Чифлик,43.0667,25.6749
Драгоданово,42.6329,26.5661
Конуш,41.8654,25.5199
Галиче,43.5593,23.8693
Царевец,43.5885,25.3698
Красимир,43.0348,27.3076
Стефан Стамболово,43.2752,25.5592
Дрянова глава,41.3754,25.3018
Коларово,42.3352,25.7144
Божан,43.7603,27.4573
Оходен,43.374,23.7091
Овча могила,43.4357,25.2647
Глава,43.3996,24.1986
Благоево,43.1948,25.9609
Боровица,43.5781,22.7339
Коевци,43.156,25.1124
Малък Девесил,41.3597,25.6481
Търхово,42.9807,25.2414
Деков,43.6011,25.1176
Царимир,42.3253,24.673
Ветрен,42.6066,25.6911
Плетена,41.6384,23.9565
Козловец,43.5079,25.3632
Дагоново,41.9549,23.5935
Горско Сливово,43.2057,25.0697
Лешниково,41.8438,25.9081
Буйново,43.3772,26.7565
Димово,43.7388,22.725
Ракитница,42.3388,25.5141
Сламино,42.3308,26.6665
Емен,43.1347,25.3545
Крумово,42.0802,23.0212
Сърнево,42.3537,25.8304
Пчелари,41.6434,25.6869
Климентово,43.3623,25.6021
Цар Асен,42.3622,24.3466
Захари Стояново,43.6928,28.459
Сливак,43.4462,26.9406
Мирово,43.24,26.0512
Михайлово,43.5783,23.5975
Дреново,42.9511,23.1828
Нефела,43.2508,23.5144
Бродилово,42.0882,27.8564
Хърсово,43.5636,26.7678
Балканци,43.176,26.0073
Манолово,42.6251,25.0655
Селище,41.998,23.0002
Венковец,42.4554,23.698
Коритен,43.9261,27.756
Джурово,42.9597,24.0508
Оризово,42.2087,25.1703
Хитрино,43.4264,26.914
Езерово,42.0168,25.2957
Калотина,42.9845,22.8505
Сираково,43.6528,28.2679
Опълченско,41.6027,25.3605
Долно село,42.3007,22.4972
Асен,42.6555,25.198
Извор,42.3541,27.4596
Скрино,42.1822,22.9559
Горна Лука,43.4516,22.9077
Попово,43.3457,26.2336
Лесковец,43.7114,24.0172
Сваленик,43.5825,26.137
Галово,43.6472,24.081
Върбово,43.5439,22.6469
Бобошево,42.1535,22.9993
Градско,42.7656,26.1277
Голямо Дряново,42.6647,25.2507
Крива Бара,43.6927,23.0797
Долно Козарево,43.0873,26.5059
Гешаново,43.6602,27.5366
Къпиновци,43.6836,26.9114
Станьовци,42.6878,22.7347
Левка,41.8685,26.2687
Прилепци,41.6272,25.3473
Краево,42.9823,23.6088
Здравчец,41.3982,25.2172
Мала Фуча,42.3574,22.9499
Боровина,41.585,24.9241
Голяма вода,43.5702,26.8274
Шишенци,43.9808,22.4806
Курново,43.0791,23.8533
Рашково,43.0093,23.6191
Бояново,42.2574,26.6262
Горско Калугерово,43.1168,25.2313
Лясково,41.7879,24.4915
Кричим,42.0462,24.4663
Джебел,41.4988,25.3053
Букова поляна,41.5318,24.9998
Табачка,43.6097,25.9823
Долец,43.2347,26.2264
Караманово,43.5483,25.5269
Каменец,43.3397,25.0013
Ковач,42.2971,25.8447
Зимница,42.5846,25.6813
Червен,43.6176,26.0219
Меляне,43.36,23.0174
Бачево,41.9219,23.4583
Йонково,43.6283,26.703
Хаджийско,41.3934,25.3396
Паскалевец,43.2521,25.4851
Рупци,44.0058,22.7987
Братя Даскалови,42.2977,25.2115
Бориново,41.476,24.9431
Тервел,43.4274,26.7581
Церовец,43.537,26.1531
Нисово,43.6527,26.0678
Тишевица,43.2656,23.7527
Радишево,43.3782,24.6677
Чокманово,41.538,24.732
Струмяни,41.6373,23.2005
Горна Студена,43.4165,25.3451
Обнова,43.4386,24.9852
Чудомир,43.3604,26.5103
Септемврийци,43.7651,22.9486
Змеица,41.6419,24.2419
Паисий,43.3088,25.8279
Бъта,42.4493,24.1938
Райново,42.0181,25.7444
Стрижба,41.3068,25.4503
Сломер,43.3678,25.3129
Горна Гращица,42.313,22.8094
Брегово,41.4268,25.348
Недан,43.3051,25.2636
Руманя,42.5049,25.8702
Поляна,41.4282,24.7474
Благово,43.3516,23.217
Антимово,44.0296,22.9417
Главан,42.0675,26.1073
Витановци,42.6478,22.9835
Кривица,43.5136,26.7878
Колю Мариново,42.3953,25.1602
Павликени,43.2384,25.3053
Мортагоново,43.5244,26.6449
Баховица,43.188,24.685
Ломци,43.4273,26.35
Северняк,43.9477,27.7852
Рисиманово,42.2357,25.927
Бойчиновци,43.4734,23.3368
Черепово,42.0067,26.1387
Балдево,41.6255,23.7646
Снежина,43.1637,27.2658
Долна Оряховица,43.1604,25.7408
Пчелина,43.6105,26.9352
Егълница,42.4736,22.8561
Островче,43.4386,26.5022
Звездица,43.0081,26.5752
Коларци,43.8425,27.5409
Борие,41.5014,24.874
Свобода,43.7462,27.8119
Бреница,43.8903,26.618
Карнобат,42.6496,26.9811
Чибаовци,42.9341,23.2392
Срем,42.0521,26.4807
Цар Калоян,43.6069,26.2392
Секирка,41.3942,25.4371
Могилово,42.3413,25.3989
Рударци,42.5833,23.1652
Житница,42.3832,24.6988
Ново село,42.3905,23.6341
Старейшино,41.4209,25.3922
Васил Друмев,43.252,26.9918
Съботковци,42.9042,25.4119
Мъдрец,41.6923,25.5171
Грънчарово,43.7289,27.1316
Овчарово,43.6993,27.8306
Калчево,42.4303,26.6031
Средско,41.3579,25.4712
Ловчанци,43.6508,27.6522
Ботров,43.5139,25.7201
Смолница,43.6304,27.7082
Златополе,42.04,25.7201
Катрище,42.2899,22.8313
Вълчан дол,41.6967,25.0015
Бела,43.709,22.71
Девино,43.1337,26.1229
Гелеменово,42.2714,24.3161
Караджово,42.0979,24.9026
Медово,42.3715,25.2018
Калояновец,42.3073,25.5774
Златия,43.7707,23.4991
Долно Войводино,41.803,25.5682
Вичово,43.7423,28.3176
Долна Козница,42.2663,22.9112
Владо Тричков,42.8676,23.3692
Кара Михал,43.5937,26.8347
Божурово,42.997,26.6098
Войници,43.4498,23.1736
Дичево,43.9876,26.8912
Долни Лом,43.5069,22.7792
Славовица,42.3226,24.0347
Главаци,43.2923,23.3806
Средище,43.901,27.4864
Ганчовец,42.9889,25.5193
Трилистник,42.2052,24.8733
Доброплодно,43.4,27.3748
Ястребово,42.2811,25.667
Црънча,42.1121,24.2226
Новосел,43.2876,26.8116
Горно Драглище,41.9503,23.5064
Железино,41.4795,25.95
Горно Кирково,41.3244,25.3519
Гарван,42.8901,25.2451
Еленово,42.0019,23.1309
Троян,42.888,24.713
Мадан,41.4987,24.941
Луково,42.8814,23.3885
Росно,43.0524,25.9381
Горно Хърсово,42.0187,23.1771
Добромирка,43.0831,25.2682
Кръстатица,41.639,24.9569
Червена,43.3841,25.2288
Еровете,41.369,25.2824
Еньовче,41.5163,25.0413
Кости,42.063,27.7768
Гулия,41.4351,25.7051
Жинзифово,41.6628,25.4848
Грамаде,41.451,24.8445
Царево,42.1643,27.841
Попска,42.8789,25.0734
Белчин,42.3612,23.3806
Черничево,41.3491,25.7753
Беренде,42.6186,22.8159
Гостиля,43.5657,24.2244
Непразненци,42.6708,22.8448
Петърч,42.8449,23.146
Поляново,42.7157,27.177
Крушаре,42.5634,26.3741
Рибино,41.4117,25.5412
Дъбрава,43.5399,28.0925
Крупник,41.8464,23.1176
Българене,42.2521,25.9103
Росица,43.196,25.2603
Кюлевча,43.2575,27.1159
Ясен,44.1163,22.8744
Бабица,42.736,22.9548
Сливница,42.852,23.0381
Хлябово,42.0603,26.2504
Цар Симеоново,43.8578,22.8389
Одринци,43.5413,27.6981
Етрополе,42.8343,23.9981
Калековец,42.2379,24.8246
Кирилово,42.2224,26.6147
Къпиново,43.7533,27.9835
Крайгорци,42.9739,26.5786
Ощава,41.7903,23.2255
Медовец,43.0057,27.1362
Скравена,42.9479,23.7672
Козлодуйци,43.6302,27.7412
Ханово,42.3914,26.5104
Садово,41.5049,23.8219
Балей,44.1879,22.646
Сираково,43.5164,23.7597
Свирачи,41.4795,26.1118
Згалево,43.3753,24.7962
Таваличево,42.3152,22.8522
Видин,43.9915,22.8656
Синьо бърдо,43.108,23.8303
Праужда,43.6037,22.5998
Дрента,42.8224,25.7866
Винарово,42.301,25.4115
Разлог,41.8867,23.4692
Търничени,42.6192,25.1145
Караманци,41.8345,25.3296
Сърпово,44.0169,27.0938
Рани лист,41.6921,25.3961
Любен,42.3669,24.5946
Комощица,43.7173,23.3145
Лютиброд,43.1075,23.6303
Панаретовци,42.5648,26.3016
Ярджиловци,42.6356,22.9524
Балканци,43.5981,28.1621
Плоска могила,42.4303,25.8188
Бранковци,43.83,22.5725
Бели Искър,42.2764,23.5395
Домище,41.3555,25.374
Глуфишево,42.5455,26.3212
Бъркач,43.2928,24.4409
Балювица,43.2973,23.2056
Столът,42.9323,24.9811
Оглед,41.4468,24.8327
Чифлик,41.6862,25.4991
Бегово,42.411,24.8278
Виноградец,42.2934,24.1264
Венчан,43.2353,27.3902
Орешене,43.7853,26.935
Коритата,41.4095,24.7882
Войводово,41.8563,25.5451
Лалково,42.076,26.721
